BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.960496,0.794982,0.491879,0.30815,0.215192,0.176401,0.151261,0.151261,0.151261,0.151261,3.2256,0.316026
