BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.856494,0.576845,0.350222,0.228262,0.162412,0.120737,0.0937863,0.0937863,0.0937863,0.0937863,2.36365,0.32533
