BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.967972,0.910815,0.552296,0.341317,0.244038,0.181356,0.14767,0.14767,0.14767,0.14767,0.0819173,0.299841
