BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.985656,0.970419,0.625365,0.35744,0.271455,0.217268,0.163387,0.163387,0.163387,0.163387,0.21162,0.226676
