BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.979554,0.910127,0.577654,0.347824,0.242949,0.181024,0.145497,0.145497,0.145497,0.145497,3.44906,0.281511
